ticker,week_start,last_date,future_alpha_5d,label_abs_alpha_gt_1pct,predicted_probability,predicted_label,predicted_signal,predicted_alpha_score,predicted_direction,trade_position,trade_side,predicted_edge_dollars,realized_alpha,pnl_dollars,cumulative_pnl_dollars,trade_taken,trade_correct_direction
PEP,2026-01-01,2026-03-31,-0.0421059648724456,1,0.70719135,1,1,0.021698993,1,0,flat,216.9899269938469,-0.0421059648724456,-0.0,-2216.942062349669,0,0
PGR,2026-01-01,2026-03-31,-0.0391902995270124,1,0.7260963,1,1,0.031625316,1,0,flat,316.2531554698944,-0.0391902995270124,-0.0,-2216.942062349669,0,0
PHM,2026-01-01,2026-03-31,-0.0148880457699389,1,0.79663455,1,1,0.042389248,1,0,flat,423.89247566461563,-0.0148880457699389,-0.0,-2216.942062349669,0,0
PM,2026-01-01,2026-03-31,-0.065562434769167,1,0.76615936,1,1,0.10947406,1,1,long,1094.740629196167,-0.065562434769167,-655.62434769167,-2872.5664100413387,1,0
PNC,2026-01-01,2026-03-31,0.0219364634751233,1,0.7154895,1,1,0.062056668,1,1,long,620.5666810274124,0.0219364634751233,219.364634751233,-2653.2017752901056,1,1
PNR,2026-01-01,2026-03-31,0.000310031818635,0,0.7657674,1,1,0.019328963,1,0,flat,193.2896301150322,0.000310031818635,0.0,-2653.2017752901056,0,0
PPG,2026-01-01,2026-03-31,-0.0053615310880275,0,0.8387891,1,1,0.052420504,1,1,long,524.2050439119339,-0.0053615310880275,-53.615310880275004,-2706.8170861703807,1,0
PPL,2026-01-01,2026-03-31,-0.0140815115033527,1,0.69834787,1,1,-0.008115584,0,0,flat,-81.15584030747414,-0.0140815115033527,-0.0,-2706.8170861703807,0,0
PRU,2026-01-01,2026-03-31,-0.0495965708020283,1,0.7678983,1,1,0.06214673,1,1,long,621.4673072099686,-0.0495965708020283,-495.965708020283,-3202.7827941906635,1,0
PSKY,2026-01-01,2026-03-31,0.1606058053828658,1,0.78980863,1,1,0.074571915,1,1,long,745.7191497087479,0.1606058053828658,1606.058053828658,-1596.7247403620054,1,1
PSX,2026-01-01,2026-03-31,-0.1167857119873734,1,0.76349986,1,1,0.027968489,1,0,flat,279.6848863363266,-0.1167857119873734,-0.0,-1596.7247403620054,0,0
PTC,2026-01-01,2026-03-31,-0.0261076220444735,1,0.7264779,1,1,0.05946375,1,1,long,594.637505710125,-0.0261076220444735,-261.076220444735,-1857.8009608067405,1,0
PWR,2026-01-01,2026-03-31,0.0108347733844562,1,0.75730324,1,1,0.08313584,1,1,long,831.3584327697754,0.0108347733844562,108.347733844562,-1749.4532269621784,1,1
QCOM,2026-01-01,2026-03-31,-0.0488123947322931,1,0.718915,1,1,0.026962392,1,0,flat,269.62392032146454,-0.0488123947322931,-0.0,-1749.4532269621784,0,0
RCL,2026-01-01,2026-03-31,-0.0241239195135105,1,0.80800843,1,1,0.054645453,1,1,long,546.4545264840126,-0.0241239195135105,-241.23919513510498,-1990.6924220972833,1,0
REGN,2026-01-01,2026-03-31,-0.035210199590802,1,0.70728284,1,1,0.108807564,1,1,long,1088.0756378173828,-0.035210199590802,-352.10199590802,-2342.794418005303,1,0
RMD,2026-01-01,2026-03-31,-0.011242153136598,1,0.6810473,1,1,0.039815955,1,0,flat,398.15954864025116,-0.011242153136598,-0.0,-2342.794418005303,0,0
ROL,2026-01-01,2026-03-31,-0.0147978433378359,1,0.73379797,1,1,0.02685804,1,0,flat,268.5803920030594,-0.0147978433378359,-0.0,-2342.794418005303,0,0
ROP,2026-01-01,2026-03-31,-0.0307633127693887,1,0.7046497,1,1,0.060156506,1,1,long,601.5650555491447,-0.0307633127693887,-307.633127693887,-2650.42754569919,1,0
ROST,2026-01-01,2026-03-31,-0.0027599186758002,0,0.79576474,1,1,0.12379556,1,1,long,1237.9556149244308,-0.0027599186758002,-27.599186758002002,-2678.026732457192,1,0
RTX,2026-01-01,2026-03-31,0.0158964413223681,1,0.72596467,1,1,0.09945604,1,1,long,994.5604205131531,0.0158964413223681,158.96441322368102,-2519.062319233511,1,1
SBUX,2026-01-01,2026-03-31,0.0461035287135933,1,0.7775725,1,1,0.06599366,1,1,long,659.9365919828415,0.0461035287135933,461.035287135933,-2058.027032097578,1,1
SHW,2026-01-01,2026-03-31,0.0082183692452231,0,0.7146999,1,1,0.066324696,1,1,long,663.2469594478607,0.0082183692452231,82.183692452231,-1975.8433396453468,1,1
SMCI,2026-01-01,2026-03-31,-0.0126001635700447,1,0.8033584,1,1,0.055354126,1,1,long,553.5412579774857,-0.0126001635700447,-126.001635700447,-2101.844975345794,1,0
SNDK,2026-01-01,2026-03-31,0.1901550212478118,1,0.7823514,1,1,0.032616988,1,0,flat,326.1698782444,0.1901550212478118,0.0,-2101.844975345794,0,0
SO,2026-01-01,2026-03-31,-0.0322162693094079,1,0.68957025,1,1,0.034236662,1,0,flat,342.36662089824677,-0.0322162693094079,-0.0,-2101.844975345794,0,0
SPG,2026-01-01,2026-03-31,0.0013109500024424,0,0.7349614,1,1,0.021651372,1,0,flat,216.5137231349945,0.0013109500024424,0.0,-2101.844975345794,0,0
SPGI,2026-01-01,2026-03-31,-0.0116313311573363,1,0.67187726,1,1,0.06306866,1,1,long,630.6865811347961,-0.0116313311573363,-116.313311573363,-2218.158286919157,1,0
SRE,2026-01-01,2026-03-31,-0.0213526259353347,1,0.7246722,1,1,0.04719124,1,1,long,471.9123989343643,-0.0213526259353347,-213.52625935334697,-2431.684546272504,1,0
STE,2026-01-01,2026-03-31,-0.0213139846141106,1,0.75757873,1,1,0.014523946,1,0,flat,145.23945748806,-0.0213139846141106,-0.0,-2431.684546272504,0,0
STZ,2026-01-01,2026-03-31,-0.0372173501932877,1,0.730693,1,1,0.01267267,1,0,flat,126.72670185565948,-0.0372173501932877,-0.0,-2431.684546272504,0,0
SW,2026-01-01,2026-03-31,0.0220280390790257,1,0.8531818,1,1,0.027526535,1,0,flat,275.2653509378433,0.0220280390790257,0.0,-2431.684546272504,0,0
SWK,2026-01-01,2026-03-31,-0.0328994121065404,1,0.79798985,1,1,0.06995087,1,1,long,699.5087116956711,-0.0328994121065404,-328.994121065404,-2760.6786673379083,1,0
SWKS,2026-01-01,2026-03-31,0.0168850588132538,1,0.76649296,1,1,0.011927761,1,0,flat,119.27761137485504,0.0168850588132538,0.0,-2760.6786673379083,0,0
SYF,2026-01-01,2026-03-31,0.0191205847802793,1,0.7751096,1,1,-0.019278824,0,0,flat,-192.7882432937622,0.0191205847802793,0.0,-2760.6786673379083,0,0
SYY,2026-01-01,2026-03-31,0.0225457191333802,1,0.8047126,1,1,0.050070137,1,1,long,500.701367855072,0.0225457191333802,225.457191333802,-2535.2214760041065,1,1
T,2026-01-01,2026-03-31,-0.0955219073580484,1,0.6743822,1,1,0.044743404,1,1,long,447.43403792381287,-0.0955219073580484,-955.219073580484,-3490.4405495845904,1,0
TDG,2026-01-01,2026-03-31,0.0136137668171334,1,0.61741006,1,1,0.09282677,1,1,long,928.2676875591278,0.0136137668171334,136.137668171334,-3354.3028814132563,1,1
TECH,2026-01-01,2026-03-31,0.0174979020831493,1,0.8108145,1,1,0.07006886,1,1,long,700.6885856389999,0.0174979020831493,174.979020831493,-3179.3238605817633,1,1
TEL,2026-01-01,2026-03-31,0.0280764101712742,1,0.80586946,1,1,0.037523888,1,0,flat,375.2388805150986,0.0280764101712742,0.0,-3179.3238605817633,0,0
TER,2026-01-01,2026-03-31,0.1696104427676563,1,0.8363449,1,1,0.037691027,1,0,flat,376.9102692604065,0.1696104427676563,0.0,-3179.3238605817633,0,0
TFC,2026-01-01,2026-03-31,0.0332703642216813,1,0.77760416,1,1,0.029750139,1,0,flat,297.5013852119446,0.0332703642216813,0.0,-3179.3238605817633,0,0
TKO,2026-01-01,2026-03-31,-0.0617623988435189,1,0.73341554,1,1,0.08667314,1,1,long,866.7314052581787,-0.0617623988435189,-617.623988435189,-3796.947849016952,1,0
TMO,2026-01-01,2026-03-31,-0.0146795024295849,1,0.6799083,1,1,0.10692752,1,1,long,1069.275215268135,-0.0146795024295849,-146.795024295849,-3943.7428733128013,1,0
TMUS,2026-01-01,2026-03-31,-0.0979897970878217,1,0.61871517,1,1,0.050874855,1,1,long,508.7485536932945,-0.0979897970878217,-979.8979708782169,-4923.640844191018,1,0
TPR,2026-01-01,2026-03-31,0.0280893043143999,1,0.7738392,1,1,0.060358014,1,1,long,603.5801395773888,0.0280893043143999,280.893043143999,-4642.747801047019,1,1
TRGP,2026-01-01,2026-03-31,-0.065792246806248,1,0.70393515,1,1,0.045193717,1,1,long,451.9371688365936,-0.065792246806248,-657.92246806248,-5300.670269109499,1,0
TRMB,2026-01-01,2026-03-31,-0.0158018684426071,1,0.7967937,1,1,0.024019033,1,0,flat,240.190327167511,-0.0158018684426071,-0.0,-5300.670269109499,0,0
TROW,2026-01-01,2026-03-31,-0.0204239249263959,1,0.7303339,1,1,-0.01533477,0,0,flat,-153.3477008342743,-0.0204239249263959,-0.0,-5300.670269109499,0,0
TT,2026-01-01,2026-03-31,0.0395875645572199,1,0.7462343,1,1,0.070242584,1,1,long,702.4258375167847,0.0395875645572199,395.875645572199,-4904.7946235373,1,1
TTWO,2026-01-01,2026-03-31,-0.0155075782287568,1,0.74204487,1,1,0.07995514,1,1,long,799.5513826608658,-0.0155075782287568,-155.075782287568,-5059.870405824868,1,0
TXT,2026-01-01,2026-03-31,0.0045624391810574,0,0.74098635,1,1,0.010807127,1,0,flat,108.07126760482788,0.0045624391810574,0.0,-5059.870405824868,0,0
UBER,2026-01-01,2026-03-31,-0.0326946010776192,1,0.773445,1,1,0.06400776,1,1,long,640.0775909423828,-0.0326946010776192,-326.946010776192,-5386.816416601059,1,0
UDR,2026-01-01,2026-03-31,-0.0022424529148665,0,0.7008072,1,1,0.0021213293,1,0,flat,21.213293075561523,-0.0022424529148665,-0.0,-5386.816416601059,0,0
ULTA,2026-01-01,2026-03-31,-0.0196091610876658,1,0.74369264,1,1,0.06619198,1,1,long,661.9197875261307,-0.0196091610876658,-196.09161087665802,-5582.908027477717,1,0
UNP,2026-01-01,2026-03-31,-0.0122009680892747,1,0.6880236,1,1,0.06256743,1,1,long,625.6742775440216,-0.0122009680892747,-122.009680892747,-5704.917708370464,1,0
URI,2026-01-01,2026-03-31,0.0051500576988017,0,0.6954117,1,1,0.08980251,1,1,long,898.0251103639603,0.0051500576988017,51.500576988017,-5653.417131382447,1,1
USB,2026-01-01,2026-03-31,0.0254600954112711,1,0.7164075,1,1,0.08034081,1,1,long,803.4081012010574,0.0254600954112711,254.60095411271098,-5398.816177269736,1,1
VICI,2026-01-01,2026-03-31,-0.0239433256998953,1,0.7424655,1,1,0.0033726916,1,0,flat,33.72691571712494,-0.0239433256998953,-0.0,-5398.816177269736,0,0
VLTO,2026-01-01,2026-03-31,-0.0157658061130321,1,0.71882075,1,1,0.045591585,1,1,long,455.9158533811569,-0.0157658061130321,-157.65806113032102,-5556.4742384000565,1,0
VMC,2026-01-01,2026-03-31,0.0355260380614717,1,0.7880804,1,1,0.04093162,1,0,flat,409.31619703769684,0.0355260380614717,0.0,-5556.4742384000565,0,0
VRSK,2026-01-01,2026-03-31,-0.1144184002109619,1,0.73587394,1,1,0.06285602,1,1,long,628.5601854324341,-0.1144184002109619,-1144.184002109619,-6700.658240509676,1,0
VRT,2026-01-01,2026-03-31,0.0825674240656204,1,0.82323796,1,1,0.088847496,1,1,long,888.4749561548233,0.0825674240656204,825.674240656204,-5874.983999853472,1,1
VRTX,2026-01-01,2026-03-31,-0.0448179653925506,1,0.7765673,1,1,0.09752162,1,1,long,975.2161800861359,-0.0448179653925506,-448.179653925506,-6323.163653778977,1,0
VST,2026-01-01,2026-03-31,-0.0019653586084968,0,0.8094989,1,1,0.08542391,1,1,long,854.2390912771225,-0.0019653586084968,-19.653586084968,-6342.817239863945,1,0
VTRS,2026-01-01,2026-03-31,-0.034509525832101,1,0.77571595,1,1,0.06708047,1,1,long,670.8046793937683,-0.034509525832101,-345.09525832100996,-6687.912498184955,1,0
VZ,2026-01-01,2026-03-31,-0.0819785527892086,1,0.72482455,1,1,0.022850059,1,0,flat,228.5005897283554,-0.0819785527892086,-0.0,-6687.912498184955,0,0
WAB,2026-01-01,2026-03-31,0.0400778081574852,1,0.7377228,1,1,0.042136535,1,0,flat,421.365350484848,0.0400778081574852,0.0,-6687.912498184955,0,0
WAT,2026-01-01,2026-03-31,0.030659875648562,1,0.75719696,1,1,0.09087397,1,1,long,908.7397158145905,0.030659875648562,306.59875648562,-6381.313741699336,1,1
WBD,2026-01-01,2026-03-31,-0.0356731407230264,1,0.70978564,1,1,0.042673875,1,0,flat,426.7387464642525,-0.0356731407230264,-0.0,-6381.313741699336,0,0
WDAY,2026-01-01,2026-03-31,-0.1216938686936858,1,0.80167264,1,1,0.0339827,1,0,flat,339.8270159959793,-0.1216938686936858,-0.0,-6381.313741699336,0,0
WDC,2026-01-01,2026-03-31,0.2135171435032989,1,0.8135145,1,1,0.05397807,1,1,long,539.7807061672211,0.2135171435032989,2135.171435032989,-4246.1423066663465,1,1
WELL,2026-01-01,2026-03-31,-0.0035958789164873,0,0.71365696,1,1,0.04884977,1,1,long,488.49768936634064,-0.0035958789164873,-35.958789164873,-4282.10109583122,1,0
WM,2026-01-01,2026-03-31,-0.0318136922448542,1,0.70996255,1,1,0.06874035,1,1,long,687.403529882431,-0.0318136922448542,-318.13692244854195,-4600.2380182797615,1,0
WMT,2026-01-01,2026-03-31,-0.0149724997436981,1,0.64646655,1,1,0.059755053,1,1,long,597.5505337119102,-0.0149724997436981,-149.724997436981,-4749.963015716742,1,0
WSM,2026-01-01,2026-03-31,-0.0104309862234588,1,0.7793642,1,1,0.043685965,1,0,flat,436.8596524000168,-0.0104309862234588,-0.0,-4749.963015716742,0,0
WTW,2026-01-01,2026-03-31,-0.0385378610429891,1,0.65470374,1,1,0.07420868,1,1,long,742.0867681503296,-0.0385378610429891,-385.37861042989095,-5135.341626146633,1,0
WYNN,2026-01-01,2026-03-31,-0.0026139131951696,0,0.8023056,1,1,0.06572978,1,1,long,657.297819852829,-0.0026139131951696,-26.139131951696,-5161.480758098329,1,0
XYL,2026-01-01,2026-03-31,0.0319280303764133,1,0.739057,1,1,0.029598236,1,0,flat,295.98236083984375,0.0319280303764133,0.0,-5161.480758098329,0,0
XYZ,2026-01-01,2026-03-31,0.0050839471831396,0,0.810932,1,1,0.101793274,1,1,long,1017.9327428340912,0.0050839471831396,50.839471831396,-5110.641286266933,1,1
YUM,2026-01-01,2026-03-31,-0.0071137674748824,0,0.72864825,1,1,0.024209999,1,0,flat,242.09998548030853,-0.0071137674748824,-0.0,-5110.641286266933,0,0
ZBRA,2026-01-01,2026-03-31,0.0187306172185521,1,0.7910992,1,1,0.050392233,1,1,long,503.92232835292816,0.0187306172185521,187.306172185521,-4923.335114081412,1,1
A,2026-04-01,2026-04-29,-0.0758453712112771,1,0.7541611,1,1,0.048376285,1,1,long,483.76284539699554,-0.0758453712112771,-758.453712112771,-5681.788826194183,1,0
ABT,2026-04-01,2026-04-29,-0.0037616947346993,0,0.69687295,1,1,0.054389834,1,1,long,543.898344039917,-0.0037616947346993,-37.616947346993,-5719.405773541175,1,0
ACN,2026-04-01,2026-04-29,-0.0514891411929689,1,0.80266833,1,1,0.070494324,1,1,long,704.9432396888733,-0.0514891411929689,-514.891411929689,-6234.297185470864,1,0
ADBE,2026-04-01,2026-04-29,-0.048058472135981,1,0.7862059,1,1,0.05745946,1,1,long,574.5945870876312,-0.048058472135981,-480.58472135981003,-6714.881906830674,1,0
ADI,2026-04-01,2026-04-29,0.0209589643287172,1,0.67693394,1,1,0.035116054,1,0,flat,351.16054117679596,0.0209589643287172,0.0,-6714.881906830674,0,0
ADSK,2026-04-01,2026-04-29,-0.0469862603448557,1,0.8135989,1,1,0.036554143,1,0,flat,365.5414283275604,-0.0469862603448557,-0.0,-6714.881906830674,0,0
AES,2026-04-01,2026-04-29,0.0002731485532053,0,0.6756316,1,1,-0.001780089,0,0,flat,-17.800889909267426,0.0002731485532053,0.0,-6714.881906830674,0,0
AIG,2026-04-01,2026-04-29,-0.0291888782748088,1,0.70435786,1,1,-0.04498115,0,0,flat,-449.81151819229126,-0.0291888782748088,-0.0,-6714.881906830674,0,0
AKAM,2026-04-01,2026-04-29,0.0279737192925645,1,0.79588145,1,1,0.08239879,1,1,long,823.9878714084625,0.0279737192925645,279.737192925645,-6435.144713905029,1,1
ALGN,2026-04-01,2026-04-29,-0.0897549508119028,1,0.8106636,1,1,0.023362465,1,0,flat,233.6246520280838,-0.0897549508119028,-0.0,-6435.144713905029,0,0
ALL,2026-04-01,2026-04-29,-0.0082718729249505,0,0.6910103,1,1,0.0027825497,1,0,flat,27.825497090816498,-0.0082718729249505,-0.0,-6435.144713905029,0,0
AMAT,2026-04-01,2026-04-29,-0.051501447658812,1,0.7945139,1,1,0.044502907,1,1,long,445.0290650129318,-0.051501447658812,-515.0144765881199,-6950.159190493148,1,0
AMCR,2026-04-01,2026-04-29,-0.0722374536432152,1,0.79709303,1,1,0.052014656,1,1,long,520.1465636491776,-0.0722374536432152,-722.374536432152,-7672.5337269253005,1,0
AMD,2026-04-01,2026-04-29,0.1111608927172186,1,0.626284,1,1,0.07656963,1,1,long,765.6963169574738,0.1111608927172186,1111.608927172186,-6560.924799753115,1,1
AMGN,2026-04-01,2026-04-29,-0.0225645714612594,1,0.64447284,1,1,0.036029685,1,0,flat,360.2968528866768,-0.0225645714612594,-0.0,-6560.924799753115,0,0
AMT,2026-04-01,2026-04-29,0.0109362130920594,1,0.70453703,1,1,0.04532804,1,1,long,453.28039675951004,0.0109362130920594,109.362130920594,-6451.562668832521,1,1
AMZN,2026-04-01,2026-04-29,0.030348367523341,1,0.695067,1,1,0.10802331,1,1,long,1080.2330821752548,0.030348367523341,303.48367523341,-6148.078993599111,1,1
AON,2026-04-01,2026-04-29,-0.0130964754847057,1,0.7126808,1,1,0.07834048,1,1,long,783.4047824144363,-0.0130964754847057,-130.964754847057,-6279.043748446167,1,0
APA,2026-04-01,2026-04-29,0.0596530287420479,1,0.8151866,1,1,0.03990989,1,0,flat,399.0989178419113,0.0596530287420479,0.0,-6279.043748446167,0,0
APD,2026-04-01,2026-04-29,0.0196153444201899,1,0.67161965,1,1,0.033132218,1,0,flat,331.32217824459076,0.0196153444201899,0.0,-6279.043748446167,0,0
APH,2026-04-01,2026-04-29,0.0019608552416495,0,0.7257132,1,1,0.06115515,1,1,long,611.5515157580376,0.0019608552416495,19.608552416494998,-6259.435196029673,1,1
APTV,2026-04-01,2026-04-29,-0.0412976492437725,1,0.78733253,1,1,0.043571446,1,0,flat,435.7144609093666,-0.0412976492437725,-0.0,-6259.435196029673,0,0
ARES,2026-04-01,2026-04-29,-0.083906960364671,1,0.77982485,1,1,0.027875569,1,0,flat,278.75568717718124,-0.083906960364671,-0.0,-6259.435196029673,0,0
AVB,2026-04-01,2026-04-29,0.0765091986653817,1,0.70325226,1,1,0.12157048,1,1,long,1215.7048285007477,0.0765091986653817,765.091986653817,-5494.343209375856,1,1
AVGO,2026-04-01,2026-04-29,-0.0404224197369618,1,0.7356963,1,1,0.060775507,1,1,long,607.755072414875,-0.0404224197369618,-404.22419736961797,-5898.567406745474,1,0
AVY,2026-04-01,2026-04-29,-0.0242704373708565,1,0.7126349,1,1,0.04209259,1,0,flat,420.92591524124146,-0.0242704373708565,-0.0,-5898.567406745474,0,0
BAC,2026-04-01,2026-04-29,-0.004244883611616,0,0.6178704,1,1,0.056261905,1,1,long,562.6190453767776,-0.004244883611616,-42.448836116159995,-5941.016242861634,1,0
BBY,2026-04-01,2026-04-29,-0.0752816968629851,1,0.7767589,1,1,0.032381468,1,0,flat,323.81467521190643,-0.0752816968629851,-0.0,-5941.016242861634,0,0
BDX,2026-04-01,2026-04-29,-0.066157925930275,1,0.70562947,1,1,0.010429118,1,0,flat,104.29117828607559,-0.066157925930275,-0.0,-5941.016242861634,0,0
BF.B,2026-04-01,2026-04-29,-0.1280128577322871,1,0.76280904,1,1,0.04014255,1,0,flat,401.4255106449127,-0.1280128577322871,-0.0,-5941.016242861634,0,0
BG,2026-04-01,2026-04-29,0.004566707668579,0,0.743995,1,1,0.07162519,1,1,long,716.2518799304962,0.004566707668579,45.66707668579,-5895.349166175844,1,1
BIIB,2026-04-01,2026-04-29,0.0229489910981147,1,0.7333302,1,1,0.070933424,1,1,long,709.3342393636703,0.0229489910981147,229.48991098114698,-5665.859255194698,1,1
BK,2026-04-01,2026-04-29,-0.0224304586435101,1,0.68549293,1,1,-0.004249882,0,0,flat,-42.49881953001022,-0.0224304586435101,-0.0,-5665.859255194698,0,0
BKNG,2026-04-01,2026-04-29,-0.0299386594364465,1,0.81420356,1,1,0.081226245,1,1,long,812.2624456882477,-0.0299386594364465,-299.386594364465,-5965.245849559163,1,0
