ticker,week_start,last_date,future_alpha_5d,label_abs_alpha_gt_1pct,predicted_probability,predicted_label,predicted_signal,predicted_alpha_score,predicted_direction,trade_position,trade_side,predicted_edge_dollars,realized_alpha,pnl_dollars,cumulative_pnl_dollars,trade_taken,trade_correct_direction
A,2026-01-01,2026-03-31,-0.0131566882556948,1,0.27063215227086046,1,1,-0.051562570997346124,0,0,flat,-515.6257099734612,-0.0131566882556948,-0.0,-0.0,0,0
ABT,2026-01-01,2026-03-31,-0.0302820758949557,1,0.8848490595063606,1,1,-0.03503048448361837,0,0,flat,-350.3048448361837,-0.0302820758949557,-0.0,-0.0,0,0
ACN,2026-01-01,2026-03-31,-0.0613925320634679,1,0.6634532572290868,1,1,0.0064672815121740125,1,0,flat,64.67281512174013,-0.0613925320634679,-0.0,-0.0,0,0
ADBE,2026-01-01,2026-03-31,-0.054459955736738,1,0.11184480238067718,1,1,-0.0004571486225887244,0,0,flat,-4.571486225887244,-0.054459955736738,-0.0,-0.0,0,0
ADI,2026-01-01,2026-03-31,0.0492808782605669,1,0.8325292849240071,1,1,0.012293587656670636,1,0,flat,122.93587656670636,0.0492808782605669,0.0,0.0,0,0
ADSK,2026-01-01,2026-03-31,-0.033729253993088,1,0.17635638000807585,1,1,0.046344948305536586,1,0,flat,463.4494830553659,-0.033729253993088,-0.0,0.0,0,0
AES,2026-01-01,2026-03-31,-0.0169492596216986,1,0.4234953946796538,1,1,-0.07473282996922362,0,0,flat,-747.3282996922362,-0.0169492596216986,-0.0,0.0,0,0
AIG,2026-01-01,2026-03-31,-0.0099805372032755,0,0.55218492855933,1,1,0.04164176211251809,1,0,flat,416.4176211251809,-0.0099805372032755,-0.0,0.0,0,0
AKAM,2026-01-01,2026-03-31,-0.0289375669939544,1,0.5007661490802783,1,1,0.0006186231711853754,1,0,flat,6.186231711853755,-0.0289375669939544,-0.0,0.0,0,0
ALGN,2026-01-01,2026-03-31,-0.0074508486732323,0,0.6861629156151504,1,1,-0.008391409679013003,0,0,flat,-83.91409679013003,-0.0074508486732323,-0.0,0.0,0,0
ALL,2026-01-01,2026-03-31,-0.0161378162430692,1,0.6526867348692552,1,1,-0.062237077267313604,0,0,flat,-622.370772673136,-0.0161378162430692,-0.0,0.0,0,0
AMAT,2026-01-01,2026-03-31,0.0895785482759199,1,0.9920420055280549,1,1,0.02163996370373238,1,0,flat,216.3996370373238,0.0895785482759199,0.0,0.0,0,0
AMCR,2026-01-01,2026-03-31,0.0269612818881694,1,0.9994219092241878,1,1,-0.10230235767851564,0,0,flat,-1023.0235767851565,0.0269612818881694,0.0,0.0,0,0
AMD,2026-01-01,2026-03-31,0.1006060403425983,1,0.5164594026356409,1,1,0.027815305711110357,1,0,flat,278.1530571111036,0.1006060403425983,0.0,0.0,0,0
AMGN,2026-01-01,2026-03-31,-0.0447485903638984,1,0.09519908696086399,1,1,-0.06312891279576721,0,0,flat,-631.2891279576721,-0.0447485903638984,-0.0,0.0,0,0
AMT,2026-01-01,2026-03-31,-0.0180908043475709,1,0.7278432989687184,1,1,0.0025380329125356082,1,0,flat,25.38032912535608,-0.0180908043475709,-0.0,0.0,0,0
AMZN,2026-01-01,2026-03-31,0.0233722834565515,1,0.9766640782165892,1,1,-0.0047964244532446,0,0,flat,-47.964244532446,0.0233722834565515,0.0,0.0,0,0
AON,2026-01-01,2026-03-31,-0.0173259708332105,1,0.3183263876290203,1,1,0.04995735176441375,1,0,flat,499.5735176441375,-0.0173259708332105,-0.0,0.0,0,0
APA,2026-01-01,2026-03-31,-0.1258969416685549,1,0.4612088858375738,1,1,-0.00732384250250647,0,0,flat,-73.2384250250647,-0.1258969416685549,-0.0,0.0,0,0
APD,2026-01-01,2026-03-31,-0.0114808027771153,1,0.4247769248154559,1,1,-0.029225378409045946,0,0,flat,-292.2537840904595,-0.0114808027771153,-0.0,0.0,0,0
APH,2026-01-01,2026-03-31,0.0320427026304421,1,0.05141915455692936,1,1,-0.02125747188174416,0,0,flat,-212.5747188174416,0.0320427026304421,0.0,0.0,0,0
APTV,2026-01-01,2026-03-31,-0.1643827059170268,1,0.6722644312234448,1,1,0.054348193394268614,1,0,flat,543.4819339426862,-0.1643827059170268,-0.0,0.0,0,0
ARES,2026-01-01,2026-03-31,-0.0780890158375117,1,0.3533376950684678,1,1,0.023052596709966476,1,0,flat,230.52596709966477,-0.0780890158375117,-0.0,0.0,0,0
AVB,2026-01-01,2026-03-31,-0.0074232843054418,0,0.7874638746315022,1,1,-0.016117658864222093,0,0,flat,-161.17658864222093,-0.0074232843054418,-0.0,0.0,0,0
AVGO,2026-01-01,2026-03-31,0.0939044972588936,1,0.8321200752819861,1,1,-0.009779241021835193,0,0,flat,-97.79241021835193,0.0939044972588936,0.0,0.0,0,0
AVY,2026-01-01,2026-03-31,-0.0237201278713869,1,0.8212307865978454,1,1,-0.06631849332249369,0,0,flat,-663.1849332249369,-0.0237201278713869,-0.0,0.0,0,0
BAC,2026-01-01,2026-03-31,0.0252545091886426,1,0.41666599803988014,1,1,0.016771995399067686,1,0,flat,167.71995399067686,0.0252545091886426,0.0,0.0,0,0
BBY,2026-01-01,2026-03-31,-0.0345891701788538,1,0.3215456822408995,1,1,-0.07450320238202948,0,0,flat,-745.0320238202949,-0.0345891701788538,-0.0,0.0,0,0
BDX,2026-01-01,2026-03-31,-0.0398410523839778,1,0.7488207796670548,1,1,0.03220860451906878,1,0,flat,322.08604519068786,-0.0398410523839778,-0.0,0.0,0,0
BF.B,2026-01-01,2026-03-31,-0.023443839143993,1,0.801389433842723,1,1,0.005731540324705861,1,0,flat,57.31540324705861,-0.023443839143993,-0.0,0.0,0,0
BG,2026-01-01,2026-03-31,-0.0393436867092678,1,0.49125744639136615,1,1,0.1016820614747638,1,1,long,1016.820614747638,-0.0393436867092678,-393.43686709267797,-393.43686709267797,1,0
BIIB,2026-01-01,2026-03-31,-0.0576601151005025,1,0.893031019536303,1,1,-0.04647512466010467,0,0,flat,-464.7512466010467,-0.0576601151005025,-0.0,-393.43686709267797,0,0
BK,2026-01-01,2026-03-31,0.0395286890455637,1,0.14390869607855827,1,1,-0.004095096142712442,0,0,flat,-40.95096142712442,0.0395286890455637,0.0,-393.43686709267797,0,0
BKNG,2026-01-01,2026-03-31,0.0357895467368674,1,0.8790687796589601,1,1,0.07667126948750869,1,0,flat,766.7126948750869,0.0357895467368674,0.0,-393.43686709267797,0,0
BKR,2026-01-01,2026-03-31,-0.0043887959352204,0,0.09609523297188127,1,1,0.05088576432978806,1,0,flat,508.8576432978806,-0.0043887959352204,-0.0,-393.43686709267797,0,0
BLK,2026-01-01,2026-03-31,0.0024651238514818,0,0.1535255220546139,1,1,-0.02931347557355292,0,0,flat,-293.1347557355292,0.0024651238514818,0.0,-393.43686709267797,0,0
BR,2026-01-01,2026-03-31,-0.0482440588643906,1,0.5338400132739604,1,1,0.009782534556502189,1,0,flat,97.82534556502189,-0.0482440588643906,-0.0,-393.43686709267797,0,0
BRO,2026-01-01,2026-03-31,0.0001538382570043,0,0.06751848018741502,1,1,0.0003516939662807727,1,0,flat,3.516939662807727,0.0001538382570043,0.0,-393.43686709267797,0,0
BSX,2026-01-01,2026-03-31,-0.0419785074876409,1,0.05280710140011036,1,1,0.012246311079202609,1,0,flat,122.46311079202609,-0.0419785074876409,-0.0,-393.43686709267797,0,0
BX,2026-01-01,2026-03-31,-0.0156442633722884,1,0.0005187441657055203,0,0,-0.02941835074606264,0,0,flat,-294.1835074606264,-0.0156442633722884,-0.0,-393.43686709267797,0,0
BXP,2026-01-01,2026-03-31,-0.0266192464981751,1,0.43631665969426314,1,1,-0.0035282428343609545,0,0,flat,-35.282428343609546,-0.0266192464981751,-0.0,-393.43686709267797,0,0
C,2026-01-01,2026-03-31,0.0499303561298751,1,0.7746238812922298,1,1,-0.06763030310455849,0,0,flat,-676.3030310455849,0.0499303561298751,0.0,-393.43686709267797,0,0
CASY,2026-01-01,2026-03-31,0.00296677503209,0,0.034838350279915664,0,0,0.00600778725869866,1,0,flat,60.0778725869866,0.00296677503209,0.0,-393.43686709267797,0,0
CAT,2026-01-01,2026-03-31,0.0501440116058413,1,0.6522576064658554,1,1,0.019386943425510582,1,0,flat,193.86943425510583,0.0501440116058413,0.0,-393.43686709267797,0,0
CB,2026-01-01,2026-03-31,-0.0183633303891801,1,0.8231273174161865,1,1,-0.009395707181600783,0,0,flat,-93.95707181600783,-0.0183633303891801,-0.0,-393.43686709267797,0,0
CBOE,2026-01-01,2026-03-31,0.0175477561596144,1,0.16800084857787112,1,1,-0.06835252538962189,0,0,flat,-683.5252538962188,0.0175477561596144,0.0,-393.43686709267797,0,0
CCI,2026-01-01,2026-03-31,0.0128264985505421,1,0.14686373482140425,1,1,0.042266869978704595,1,0,flat,422.66869978704597,0.0128264985505421,0.0,-393.43686709267797,0,0
CF,2026-01-01,2026-03-31,-0.0672931607938757,1,0.8608009736205361,1,1,0.015754458348818466,1,0,flat,157.54458348818466,-0.0672931607938757,-0.0,-393.43686709267797,0,0
CHRW,2026-01-01,2026-03-31,-0.0007138096826586,0,0.8231246099500947,1,1,-0.030579728753981593,0,0,flat,-305.79728753981595,-0.0007138096826586,-0.0,-393.43686709267797,0,0
CHTR,2026-01-01,2026-03-31,-0.0123154738432293,1,0.5389417662641869,1,1,-0.011655229695282439,0,0,flat,-116.55229695282439,-0.0123154738432293,-0.0,-393.43686709267797,0,0
CI,2026-01-01,2026-03-31,0.0015741859097986,0,0.8191998792939803,1,1,-0.06349275628668385,0,0,flat,-634.9275628668386,0.0015741859097986,0.0,-393.43686709267797,0,0
CINF,2026-01-01,2026-03-31,-0.0014546532072723,0,0.09275607742449477,1,1,-0.04330023750665358,0,0,flat,-433.00237506653576,-0.0014546532072723,-0.0,-393.43686709267797,0,0
CLX,2026-01-01,2026-03-31,-0.0192651683474218,1,0.3944815179387544,1,1,-0.02258344549690865,0,0,flat,-225.8344549690865,-0.0192651683474218,-0.0,-393.43686709267797,0,0
CMCSA,2026-01-01,2026-03-31,-0.0537497983865097,1,0.7377975561063729,1,1,0.052459121600559704,1,0,flat,524.5912160055971,-0.0537497983865097,-0.0,-393.43686709267797,0,0
CME,2026-01-01,2026-03-31,-0.0136925021050935,1,0.25745195932396336,1,1,-0.026904073471905016,0,0,flat,-269.04073471905014,-0.0136925021050935,-0.0,-393.43686709267797,0,0
CMS,2026-01-01,2026-03-31,-0.0229671679373315,1,0.7523289144335528,1,1,0.02746774403634318,1,0,flat,274.6774403634318,-0.0229671679373315,-0.0,-393.43686709267797,0,0
COF,2026-01-01,2026-03-31,0.0160294305571617,1,0.5041786043908139,1,1,-0.022604895524258557,0,0,flat,-226.04895524258558,0.0160294305571617,0.0,-393.43686709267797,0,0
COIN,2026-01-01,2026-03-31,-0.0362016819559143,1,0.7502659879482331,1,1,0.010801387424579818,1,0,flat,108.01387424579818,-0.0362016819559143,-0.0,-393.43686709267797,0,0
COP,2026-01-01,2026-03-31,-0.090314268042427,1,0.4646796378573296,1,1,-0.005740777084149941,0,0,flat,-57.40777084149941,-0.090314268042427,-0.0,-393.43686709267797,0,0
COST,2026-01-01,2026-03-31,-0.0049893720925959,0,0.3679043402218176,1,1,0.03736062924965189,1,0,flat,373.6062924965189,-0.0049893720925959,-0.0,-393.43686709267797,0,0
CPRT,2026-01-01,2026-03-31,-0.0398543334959596,1,0.21918921647863232,1,1,-0.022455983027758416,0,0,flat,-224.55983027758415,-0.0398543334959596,-0.0,-393.43686709267797,0,0
CPT,2026-01-01,2026-03-31,0.008253872774963,0,0.20837934143501502,1,1,-0.06654585003640882,0,0,flat,-665.4585003640882,0.008253872774963,0.0,-393.43686709267797,0,0
CRH,2026-01-01,2026-03-31,0.0438118849574777,1,0.751490810571396,1,1,-0.05844863941087022,0,0,flat,-584.4863941087023,0.0438118849574777,0.0,-393.43686709267797,0,0
CRM,2026-01-01,2026-03-31,-0.094128245606014,1,0.1189103480339605,1,1,-0.02233133168742151,0,0,flat,-223.3133168742151,-0.094128245606014,-0.0,-393.43686709267797,0,0
CSCO,2026-01-01,2026-03-31,0.0456419855575565,1,0.08598235011094513,1,1,-0.052802532128625304,0,0,flat,-528.0253212862531,0.0456419855575565,0.0,-393.43686709267797,0,0
CSGP,2026-01-01,2026-03-31,-0.0766303744915937,1,0.17629136502213016,1,1,0.01769557807748629,1,0,flat,176.95578077486292,-0.0766303744915937,-0.0,-393.43686709267797,0,0
CSX,2026-01-01,2026-03-31,-0.0123976525502635,1,0.17534651145392188,1,1,-0.01952251986766998,0,0,flat,-195.2251986766998,-0.0123976525502635,-0.0,-393.43686709267797,0,0
CTSH,2026-01-01,2026-03-31,-0.0446555876718741,1,0.8231076228068998,1,1,0.10115754423450625,1,1,long,1011.5754423450625,-0.0446555876718741,-446.555876718741,-839.9927438114189,1,0
CTVA,2026-01-01,2026-03-31,-0.0359641398784682,1,0.3985066234742124,1,1,-0.07356418413690419,0,0,flat,-735.6418413690419,-0.0359641398784682,-0.0,-839.9927438114189,0,0
CVNA,2026-01-01,2026-03-31,0.0387578401993102,1,0.9903884573604824,1,1,0.008918585676793092,1,0,flat,89.18585676793091,0.0387578401993102,0.0,-839.9927438114189,0,0
CVS,2026-01-01,2026-03-31,0.0580976413504532,1,0.13721125779061238,1,1,-0.04765701591508008,0,0,flat,-476.5701591508008,0.0580976413504532,0.0,-839.9927438114189,0,0
DAL,2026-01-01,2026-03-31,-0.0148832764059558,1,0.6535398256936433,1,1,-0.02069658094354852,0,0,flat,-206.9658094354852,-0.0148832764059558,-0.0,-839.9927438114189,0,0
DD,2026-01-01,2026-03-31,0.0058091684885144,0,0.4487295072012506,1,1,0.006275288680572253,1,0,flat,62.752886805722525,0.0058091684885144,0.0,-839.9927438114189,0,0
DELL,2026-01-01,2026-03-31,0.0910682106431091,1,0.39291817669707396,1,1,-0.0985321777882777,0,0,flat,-985.321777882777,0.0910682106431091,0.0,-839.9927438114189,0,0
DGX,2026-01-01,2026-03-31,-0.0200854813800461,1,0.8750841990540823,1,1,0.010328866466165203,1,0,flat,103.28866466165202,-0.0200854813800461,-0.0,-839.9927438114189,0,0
DHI,2026-01-01,2026-03-31,0.0008394145063856,0,0.9755956458283996,1,1,0.08111628846336556,1,1,long,811.1628846336556,0.0008394145063856,8.394145063856,-831.598598747563,1,1
DHR,2026-01-01,2026-03-31,-0.0041932773941126,0,0.8728589587741787,1,1,-0.018998656213158178,0,0,flat,-189.9865621315818,-0.0041932773941126,-0.0,-831.598598747563,0,0
DLTR,2026-01-01,2026-03-31,-0.0744725048089774,1,0.19230067903513304,1,1,0.011305300259902184,1,0,flat,113.05300259902184,-0.0744725048089774,-0.0,-831.598598747563,0,0
DOW,2026-01-01,2026-03-31,-0.0958534658906523,1,0.22079792120893404,1,1,0.04381297832388629,1,0,flat,438.1297832388629,-0.0958534658906523,-0.0,-831.598598747563,0,0
DPZ,2026-01-01,2026-03-31,0.0096849990686236,0,0.6560738790950633,1,1,-0.006699207187155327,0,0,flat,-66.99207187155328,0.0096849990686236,0.0,-831.598598747563,0,0
DRI,2026-01-01,2026-03-31,-0.04094004868713,1,0.2890835816381917,1,1,-0.02441672651164484,0,0,flat,-244.16726511644842,-0.04094004868713,-0.0,-831.598598747563,0,0
DUK,2026-01-01,2026-03-31,-0.033910136498533,1,0.7347251307805799,1,1,-0.09642331818288544,0,0,flat,-964.2331818288544,-0.033910136498533,-0.0,-831.598598747563,0,0
DVA,2026-01-01,2026-03-31,-0.0731103124510543,1,0.5664206508096447,1,1,0.02750075927835002,1,0,flat,275.0075927835002,-0.0731103124510543,-0.0,-831.598598747563,0,0
DVN,2026-01-01,2026-03-31,-0.0868441199016616,1,0.5509087684904029,1,1,-0.0045414820389582415,0,0,flat,-45.41482038958242,-0.0868441199016616,-0.0,-831.598598747563,0,0
DXCM,2026-01-01,2026-03-31,0.0088201210343414,0,0.8285469248387858,1,1,-0.042759531436272084,0,0,flat,-427.59531436272084,0.0088201210343414,0.0,-831.598598747563,0,0
EA,2026-01-01,2026-03-31,-0.0383619796284062,1,0.7105327717426778,1,1,0.005645508395871713,1,0,flat,56.455083958717125,-0.0383619796284062,-0.0,-831.598598747563,0,0
EBAY,2026-01-01,2026-03-31,0.0244420693049025,1,0.026577764997291697,0,0,-0.024532299319710984,0,0,flat,-245.32299319710984,0.0244420693049025,0.0,-831.598598747563,0,0
