Date,sp_return_1d,sp_return_5d,cumulative_return,position,capital_deployed,daily_pnl_dollars,cumulative_pnl_dollars,trade_side,trade_taken,ticker,week_start,realized_alpha,trade_position,position_weight,period_return_contribution,requested_k_long,requested_k_short,effective_k_long,effective_k_short,trade_correct_direction,predicted_alpha_score
2025-12-02,0.0024572352619998,0.0185306150864479,0.0024572352619998,1,100.0,0.24572352619998,0.2457235261999812,long,1,^GSPC,2025-12-02,0.0024572352619998,1,1.0,0.0024572352619998,1,0,1,0,1,
2025-12-03,0.0029797912994984,0.012391637670694,0.0054443486097528,1,100.0,0.29797912994984,0.5444348609752847,long,1,^GSPC,2025-12-03,0.0029797912994984,1,1.0,0.0029797912994984,1,0,1,0,1,
2025-12-04,0.0010803218396737,0.0065335098882077,0.0065305520981324,1,100.0,0.10803218396737,0.6530552098132469,long,1,^GSPC,2025-12-04,0.0010803218396737,1,1.0,0.0010803218396737,1,0,1,0,1,
2025-12-05,0.001936641757662,0.0031113708653123,0.0084798411956883,1,100.0,0.1936641757662,0.8479841195688342,long,1,^GSPC,2025-12-05,0.001936641757662,1,1.0,0.001936641757662,1,0,1,0,1,
2025-12-08,-0.003477255626794,0.004973098993382,0.0049730989933822,1,100.0,-0.3477255626793999,0.4973098993382274,long,1,^GSPC,2025-12-08,-0.003477255626794,1,1.0,-0.003477255626794,1,0,1,0,0,
2025-12-09,-0.0008763589340257,0.0016311384866174,0.0040923818396239,1,100.0,-0.08763589340257,0.4092381839623904,long,1,^GSPC,2025-12-09,-0.0008763589340257,1,1.0,-0.0008763589340257,1,0,1,0,0,
2025-12-10,0.0067495569392015,0.0053958351258502,0.0108695605430688,1,100.0,0.67495569392015,1.0869560543068868,long,1,^GSPC,2025-12-10,0.0067495569392015,1,1.0,0.0067495569392015,1,0,1,0,1,
2025-12-11,0.0020793508415142,0.0063991707980313,0.0129715130144452,1,100.0,0.20793508415142,1.2971513014445213,long,1,^GSPC,2025-12-11,0.0020793508415142,1,1.0,0.0020793508415142,1,0,1,0,1,
2025-12-12,-0.010663649289958,-0.0062572407290417,0.0021695400589409,1,100.0,-1.0663649289958,0.2169540058940988,long,1,^GSPC,2025-12-12,-0.010663649289958,1,1.0,-0.010663649289958,1,0,1,0,0,
2025-12-15,-0.0015965630269072,-0.0043817946701287,0.0005695132245902,1,100.0,-0.15965630269072,0.0569513224590201,long,1,^GSPC,2025-12-15,-0.0015965630269072,1,1.0,-0.0015965630269072,1,0,1,0,0,
2025-12-16,-0.0023839179519623,-0.005884064401496,-0.001815762400172,1,100.0,-0.23839179519623,-0.1815762400172005,long,1,^GSPC,2025-12-16,-0.0023839179519623,1,1.0,-0.0023839179519623,1,0,1,0,0,
2025-12-17,-0.0115921439122413,-0.0239955966854891,-0.01338685773336,1,100.0,-1.1592143912241302,-1.3386857733360014,long,1,^GSPC,2025-12-17,-0.0115921439122413,1,1.0,-0.0115921439122413,1,0,1,0,0,
2025-12-18,0.0079342622699418,-0.018293034976815,-0.005558810303645,1,100.0,0.7934262269941801,-0.5558810303645023,long,1,^GSPC,2025-12-18,0.0079342622699418,1,1.0,0.0079342622699418,1,0,1,0,1,
2025-12-19,0.0088180594503322,0.0010384382346664,0.0032102312269566,1,100.0,0.88180594503322,0.3210231226956628,long,1,^GSPC,2025-12-19,0.0088180594503322,1,1.0,0.0088180594503322,1,0,1,0,1,
2025-12-22,0.0064364963603775,0.0090926985922563,0.0096673902289425,1,100.0,0.64364963603775,0.9667390228942584,long,1,^GSPC,2025-12-22,0.0064364963603775,1,1.0,0.0064364963603775,1,0,1,0,1,
2025-12-23,0.0045503887657032,0.0161067778603356,0.0142617693785371,1,100.0,0.45503887657032,1.426176937853718,long,1,^GSPC,2025-12-23,0.0045503887657032,1,1.0,0.0045503887657032,1,0,1,0,1,
2025-12-24,0.0032214822012188,0.0313355377349835,0.0175291956159668,1,100.0,0.32214822012188,1.7529195615966886,long,1,^GSPC,2025-12-24,0.0032214822012188,1,1.0,0.0032214822012188,1,0,1,0,1,
2025-12-26,-0.0003043635491226,0.0229056352032777,0.0172194968186534,1,100.0,-0.03043635491226,1.7219496818653424,long,1,^GSPC,2025-12-26,-0.0003043635491226,1,1.0,-0.0003043635491226,1,0,1,0,0,
2025-12-29,-0.0034920514803681,0.0104236205099128,0.0136673139689285,1,100.0,-0.3492051480368099,1.3667313968928507,long,1,^GSPC,2025-12-29,-0.0034920514803681,1,1.0,-0.0034920514803681,1,0,1,0,0,
2025-12-30,-0.0013756671519022,0.0025805081340808,0.0122728451421445,1,100.0,-0.1375667151902199,1.227284514214455,long,1,^GSPC,2025-12-30,-0.0013756671519022,1,1.0,-0.0013756671519022,1,0,1,0,0,
2025-12-31,-0.0073576663008461,-0.0093041957424255,0.0048248793421805,1,100.0,-0.7357666300846101,0.4824879342180566,long,1,^GSPC,2025-12-31,-0.0073576663008461,1,1.0,-0.0073576663008461,1,0,1,0,0,
2026-01-02,0.0018947067188299,-0.0106144058275511,0.0067287277923178,1,100.0,0.18947067188299,0.6728727792317812,long,1,^GSPC,2026-01-02,0.0018947067188299,1,1.0,0.0018947067188299,1,0,1,0,1,
2026-01-05,0.0063541268648263,-0.0040245856319918,0.0131256098471754,1,100.0,0.6354126864826299,1.312560984717548,long,1,^GSPC,2026-01-05,0.0063541268648263,1,1.0,0.0063541268648263,1,0,1,0,1,
2026-01-06,0.0061967126783413,0.005659000848196,0.0194036581584677,1,100.0,0.61967126783413,1.9403658158467785,long,1,^GSPC,2026-01-06,0.0061967126783413,1,1.0,0.0061967126783413,1,0,1,0,1,
2026-01-07,-0.0034399234310139,0.0035802032074203,0.0158969876291072,1,100.0,-0.34399234310139,1.5896987629107295,long,1,^GSPC,2026-01-07,-0.0034399234310139,1,1.0,-0.0034399234310139,1,0,1,0,0,
2026-01-08,7.65482590914246e-05,0.0110963349554451,0.0159747527749265,1,100.0,0.0076548259091424,1.5974752774926548,long,1,^GSPC,2026-01-08,7.65482590914246e-05,1,1.0,7.65482590914246e-05,1,0,1,0,1,
2026-01-09,0.0064754870318832,0.0157191861939078,0.0225536841112414,1,100.0,0.64754870318832,2.255368411124148,long,1,^GSPC,2026-01-09,0.0064754870318832,1,1.0,0.0064754870318832,1,0,1,0,1,
2026-01-12,0.0015776332151369,0.0108982428368837,0.024166898767556,1,100.0,0.15776332151369,2.416689876755606,long,1,^GSPC,2026-01-12,0.0015776332151369,1,1.0,0.0015776332151369,1,0,1,0,1,
2026-01-13,-0.0019391230550597,0.0027243917963528,0.0221809131219268,1,100.0,-0.19391230550597,2.218091312192682,long,1,^GSPC,2026-01-13,-0.0019391230550597,1,1.0,-0.0019391230550597,1,0,1,0,0,
2026-01-14,-0.0053333604454995,0.0008192427507562,0.0167292538717378,1,100.0,-0.53333604454995,1.6729253871737848,long,1,^GSPC,2026-01-14,-0.0053333604454995,1,1.0,-0.0053333604454995,1,0,1,0,0,
2026-01-15,0.0025799262171273,0.003324479811501,0.0193523403295219,1,100.0,0.2579926217127299,1.935234032952193,long,1,^GSPC,2026-01-15,0.0025799262171273,1,1.0,0.0025799262171273,1,0,1,0,1,
2026-01-16,-0.0006423023039563,-0.0037710256178952,0.0186976079727849,1,100.0,-0.06423023039563,1.8697607972784969,long,1,^GSPC,2026-01-16,-0.0006423023039563,1,1.0,-0.0006423023039563,1,0,1,0,0,
2026-01-20,-0.0206267580562774,-0.0258568402462544,-0.0023148211193781,1,100.0,-2.06267580562774,-0.2314821119378196,long,1,^GSPC,2026-01-20,-0.0206267580562774,1,1.0,-0.0206267580562774,1,0,1,0,0,
2026-01-21,0.0115877413232745,-0.0126541361713227,0.0092460966555554,1,100.0,1.15877413232745,0.9246096655555424,long,1,^GSPC,2026-01-21,0.0115877413232745,1,1.0,0.0115877413232745,1,0,1,0,1,
2026-01-22,0.0054875021926288,-0.0019129154005127,0.0147843368238549,1,100.0,0.54875021926288,1.4784336823854938,long,1,^GSPC,2026-01-22,0.0054875021926288,1,1.0,0.0054875021926288,1,0,1,0,1,
2026-01-23,0.0003268698377891,-0.0041558752028069,0.0151160392154234,1,100.0,0.03268698377891,1.5116039215423482,long,1,^GSPC,2026-01-23,0.0003268698377891,1,1.0,0.0003268698377891,1,0,1,0,1,
2026-01-26,0.0050060830312763,0.0014726513634566,0.0201977943941162,1,100.0,0.5006083031276299,2.0197794394116286,long,1,^GSPC,2026-01-26,0.0050060830312763,1,1.0,0.0050060830312763,1,0,1,0,1,
2026-01-27,0.0040818961771371,0.0267388526511804,0.0243621358709773,1,100.0,0.40818961771371,2.4362135870977353,long,1,^GSPC,2026-01-27,0.0040818961771371,1,1.0,0.0040818961771371,1,0,1,0,1,
2026-01-28,-8.172305219089626e-05,0.0148946082278089,0.0242784218706852,1,100.0,-0.0081723052190896,2.4278421870685296,long,1,^GSPC,2026-01-28,-8.172305219089626e-05,1,1.0,-8.172305219089626e-05,1,0,1,0,0,
2026-01-29,-0.0012926312740076,0.0080510414173324,0.022954407549284,1,100.0,-0.12926312740076,2.2954407549284017,long,1,^GSPC,2026-01-29,-0.0012926312740076,1,1.0,-0.0012926312740076,1,0,1,0,0,
2026-01-30,-0.0043018996208942,0.0033865302320406,0.0185537603712557,1,100.0,-0.43018996208942,1.855376037125578,long,1,^GSPC,2026-01-30,-0.0043018996208942,1,1.0,-0.0043018996208942,1,0,1,0,0,
2026-02-02,0.0053912661291679,0.0037710926129284,0.0240450547602819,1,100.0,0.53912661291679,2.404505476028196,long,1,^GSPC,2026-02-02,0.0053912661291679,1,1.0,0.0053912661291679,1,0,1,0,1,
2026-02-03,-0.0084039830206983,-0.0087109217051878,0.0154389975076465,1,100.0,-0.8403983020698299,1.5438997507646546,long,1,^GSPC,2026-02-03,-0.0084039830206983,1,1.0,-0.0084039830206983,1,0,1,0,0,
2026-02-04,-0.0050723919062231,-0.0136585215665377,0.0102882929554255,1,100.0,-0.50723919062231,1.0288292955425549,long,1,^GSPC,2026-02-04,-0.0050723919062231,1,1.0,-0.0050723919062231,1,0,1,0,0,
2026-02-05,-0.0122510155676747,-0.0244812202908355,-0.0020887646494108,1,100.0,-1.22510155676747,-0.2088764649410879,long,1,^GSPC,2026-02-05,-0.0122510155676747,1,1.0,-0.0122510155676747,1,0,1,0,0,
2026-02-06,0.0196957966973359,-0.0009698734084044,0.0175658921640415,1,100.0,1.96957966973359,1.7565892164041583,long,1,^GSPC,2026-02-06,0.0196957966973359,1,1.0,0.0196957966973359,1,0,1,0,1,
2026-02-09,0.0046910867168872,-0.0016656227653495,0.0223393820043298,1,100.0,0.46910867168872,2.2339382004329833,long,1,^GSPC,2026-02-09,0.0046910867168872,1,1.0,0.0046910867168872,1,0,1,0,1,
2026-02-10,-0.0033037129754581,0.0034693060082193,0.0189618661226802,1,100.0,-0.33037129754581,1.8961866122680249,long,1,^GSPC,2026-02-10,-0.0033037129754581,1,1.0,-0.0033037129754581,1,0,1,0,0,
