ticker,week_start,last_date,future_alpha_5d,label_abs_alpha_gt_1pct,predicted_probability,predicted_label,predicted_signal,predicted_alpha_score,predicted_direction,trade_position,trade_side,predicted_edge_dollars,realized_alpha,pnl_dollars,cumulative_pnl_dollars,trade_taken,trade_correct_direction
APH,2026-01-01,2026-03-31,0.0320427026304421,1,0.7473855281677926,1,1,0.020278050115976783,1,1,long,202.78050115976782,0.0320427026304421,320.427026304421,-237.41774299019426,1,1
APTV,2026-01-01,2026-03-31,-0.1643827059170268,1,0.6268138747950485,1,1,0.01607535412857929,1,1,long,160.7535412857929,-0.1643827059170268,-1643.827059170268,-1881.2448021604623,1,0
ARES,2026-01-01,2026-03-31,-0.0780890158375117,1,0.732839626617615,1,1,0.012734900861320519,1,1,long,127.34900861320519,-0.0780890158375117,-780.8901583751169,-2662.134960535579,1,0
AVB,2026-01-01,2026-03-31,-0.0074232843054418,0,0.5099328016946407,1,1,0.0038724194395015963,1,0,flat,38.724194395015964,-0.0074232843054418,-0.0,-2662.134960535579,0,0
AVGO,2026-01-01,2026-03-31,0.0939044972588936,1,0.759363253428269,1,1,0.01869887467664151,1,1,long,186.98874676641512,0.0939044972588936,939.044972588936,-1723.0899879466429,1,1
AVY,2026-01-01,2026-03-31,-0.0237201278713869,1,0.6553326276454805,1,1,0.01738866980378187,1,1,long,173.8866980378187,-0.0237201278713869,-237.20127871386902,-1960.2912666605118,1,0
BAC,2026-01-01,2026-03-31,0.0252545091886426,1,0.6450674085046473,1,1,0.01982901455927314,1,1,long,198.29014559273142,0.0252545091886426,252.545091886426,-1707.7461747740858,1,1
BBY,2026-01-01,2026-03-31,-0.0345891701788538,1,0.6453679282193221,1,1,0.02191918371538608,1,1,long,219.19183715386077,-0.0345891701788538,-345.891701788538,-2053.6378765626237,1,0
BDX,2026-01-01,2026-03-31,-0.0398410523839778,1,0.5236643225890498,1,1,0.002609789428583273,1,0,flat,26.09789428583273,-0.0398410523839778,-0.0,-2053.6378765626237,0,0
BF.B,2026-01-01,2026-03-31,-0.023443839143993,1,0.7852769818321896,1,1,0.03443441671397054,1,1,long,344.3441671397054,-0.023443839143993,-234.43839143993,-2288.0762680025537,1,0
BG,2026-01-01,2026-03-31,-0.0393436867092678,1,0.6614426118149601,1,1,0.009251669366191713,1,1,long,92.51669366191713,-0.0393436867092678,-393.43686709267797,-2681.5131350952315,1,0
